Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
0610010K14Rik	0.620420115865319	4.49527857607769	1.66664037800777	0.10032636385291	0.45985537549751	-5.18455919752593
Slc39a11	-0.389006573650553	5.16730302041495	-1.66654523640759	0.100345371447118	0.45985537549751	-5.16705949471677
Lat2	-0.599628047871685	5.9141766628931	-1.66627745492905	0.100398885171323	0.459980952191943	-5.22591255034602
Sgf29	0.733063654214762	2.8232747584506	1.66598873132605	0.100456610057599	0.460096298338831	-5.04681322413229
Ston2	-1.36436120909863	4.07338167233587	-1.66589029038661	0.100476297667432	0.460096298338831	-4.76896503501219
Fam84a	1.06873634761702	0.697079335115404	1.66560067358188	0.100534237569131	0.46024197739548	-4.73577147764081
Alpl	-2.02982267822642	2.69426496836654	-1.66536397560432	0.100581610907449	0.46033760081941	-4.62628214016094
Rrbp1	-0.635680983612601	8.36285522550781	-1.66519064402716	0.100616313473218	0.46033760081941	-5.32210747421307
Olfr805	-1.37944104954968	-1.80849110528167	-1.66510471580914	0.100633520705924	0.46033760081941	-4.53460547225409
Esyt1	-0.759931157725094	6.97427202744484	-1.66468094661992	0.100718416102756	0.460513560274401	-5.28211903705098
Timm17b	-0.846882525813837	4.01208908742181	-1.66465173456982	0.100724270421053	0.460513560274401	-4.90814005847036
Zfp51	-0.76798454225258	3.65118934602698	-1.66437718436295	0.100779305936988	0.460521454289056	-4.86878027025573
Slc24a2	-1.25004755642909	-1.76504802278743	-1.66428560953606	0.100797668203676	0.460521454289056	-4.53570787149574
Ephx2	-1.01528821463176	3.03528639522476	-1.66425192253208	0.100804423690883	0.460521454289056	-4.77739196358935
1110008L16Rik	-0.835986026323744	3.06299088369411	-1.66386247386086	0.100882549313571	0.460721631109649	-4.79413010289415
F830016B08Rik	-1.46850992353905	1.22456162763151	-1.6637727871991	0.100900547957597	0.460721631109649	-4.60823803577434
Mbd3	0.587827633615407	6.07029446093612	1.6635561613401	0.100944032013468	0.460796134423908	-5.28732467066747
Pla2g2f	1.77819241289738	-1.41986288438091	1.66343091441663	0.100969180226855	0.460796134423908	-4.59833859172094
Eci3	-1.03883856264415	-0.523549355261046	-1.66329386195514	0.100996704712994	0.460802369910412	-4.55240892189074
Klri1	-1.09597544334505	-2.06786030784093	-1.66308161881055	0.101039341941568	0.460853255993106	-4.53723556676308
Pcdh9	-1.31918969694138	-1.29186352026834	-1.66297791677936	0.101060179830913	0.460853255993106	-4.54297856767808
Gm45713	-1.71227459821651	-1.38601240233747	-1.66270094679511	0.101115851354186	0.460987794372498	-4.53856824132191
Pan2	0.476679974115582	4.21536892438714	1.66247438648046	0.101161409010254	0.461014239296774	-5.15919835091545
Fuz	-1.00761909566238	2.35133803318496	-1.66219017157061	0.101218583730599	0.461014239296774	-4.76772031204709
Gm6793	1.05605078331057	-0.258453964834848	1.66194889267798	0.101267141791025	0.461014239296774	-4.65338209360983
Exosc8	-0.505935634325478	4.35733396335004	-1.66193436873821	0.101270065380506	0.461014239296774	-5.07304123011992
Ang	-0.743304525202914	3.01941011593058	-1.66183703552273	0.101289659797886	0.461014239296774	-4.80442256780957
Mgst1	-0.634289801591815	6.57382707784206	-1.66177543825898	0.101302061708215	0.461014239296774	-5.27652209175184
Unc13c	-1.20615278370068	-0.988367330983535	-1.66167290812321	0.101322707731202	0.461014239296774	-4.54749773750887
Galnt11	-0.774329995521332	5.37072451420611	-1.66137628503764	0.101382456664577	0.461014239296774	-5.1047718803871
Nr5a2	0.874221050056155	1.72434212689743	1.6611443550969	0.101429194417276	0.461014239296774	-4.82852348675349
Adgb	-1.44483679873203	0.202924913428141	-1.66110704935716	0.101436713784542	0.461014239296774	-4.5713291899294
Por	-0.429494584930553	5.97137556251664	-1.66110263596374	0.101437603380801	0.461014239296774	-5.25169796833047
Ube2ql1	-0.935274638083974	0.545773460367668	-1.66098999557259	0.101460310163064	0.461014239296774	-4.60267701463155
Ndufs2	-1.2082292800371	6.42865857832639	-1.66076242433091	0.101506198085091	0.461014239296774	-5.18273470174161
Mrpl1	-0.42063981419513	4.00249868625505	-1.66072283568259	0.10151418254545	0.461014239296774	-5.06539505761081
Lrrc30	-1.35174934442042	-1.66791806297602	-1.66072272464665	0.101514204940519	0.461014239296774	-4.54090969475744
Mettl13	0.529817084784151	3.07179643272771	1.66054470731301	0.101550114802098	0.461058459369523	-5.05435718995084
Nod1	0.4193975175002	5.60485816265264	1.66021877943801	0.101615888159552	0.461238208147044	-5.26850729051409
Rbm17	-0.384691474682172	5.59701984091914	-1.65994509189047	0.101671146035884	0.461288581687389	-5.21778407460084
Abcc5	0.610766077146365	4.96076114464886	1.65990443127477	0.101679357555185	0.461288581687389	-5.22504384438103
Lats1	-0.746033451209032	5.85596325225312	-1.6595871927382	0.101743443266906	0.461460478009734	-5.17828184093197
Snx21	-0.640361469085314	3.52001913177425	-1.65933263315391	0.101794890915547	0.461574980274973	-4.94738979967097
Klhdc9	-1.1181560704203	-1.71231298892881	-1.6588375590201	0.101895008307617	0.461910053100097	-4.54742944700467
Plcb4	0.442359431288113	4.46562142842793	1.65865831287128	0.101931276493848	0.461955587011996	-5.1845615278513
Osgin1	-0.803657764707593	3.57316353779309	-1.65852428949178	0.101958401292644	0.461959670054324	-4.90359929503604
Cyfip2	-0.621536622519528	4.30143605561598	-1.65822279685728	0.102019441432432	0.462031574501699	-5.10307717034045
Nfix	-0.923732459350031	5.90150858157789	-1.65818682085908	0.102026727112376	0.462031574501699	-5.15627206835023
Arhgef19	-1.5006429564427	2.08869629242847	-1.65786595829625	0.10209172533769	0.462207101914351	-4.62484518538806
Zfp229	0.565183359599682	3.02920569047086	1.65747458439537	0.102171052915561	0.462334870144096	-5.05407687185658
Gpr39	-1.07896648030758	2.12042039701725	-1.65746775821544	0.102172436959069	0.462334870144096	-4.66219435051946
Nefm	-1.21031188381507	-1.55227868634458	-1.65694120290014	0.102279244790868	0.462699326203374	-4.55060062162657
Crtam	-0.965884128309037	-0.0232968834659447	-1.65652688135421	0.102363350707553	0.462960920684021	-4.5811199443551
Fmo3	1.12133981513478	-1.61992600775533	1.65617679170847	0.102434461625711	0.463079221914114	-4.58375446270867
1110059E24Rik	0.374592171467695	5.19637441365453	1.65613928405129	0.102442082640742	0.463079221914114	-5.2436708330489
Klra2	-1.65343079122709	2.39070961329953	-1.655987223581	0.102472983862739	0.463100072787586	-4.69907005600053
Moxd1	-2.43219227733564	4.85994392085608	-1.65576950055828	0.102517242015152	0.463130575969158	-4.77615411404301
Dnajc19	-0.594573589919285	4.39712100162357	-1.65559908208047	0.102551895077921	0.463130575969158	-5.0932609089942
Plscr1	-1.02645196795257	4.40312462267951	-1.65556609158524	0.102558604499074	0.463130575969158	-4.95058561708922
Dennd2a	-0.54352665192636	4.74769535581488	-1.65521923422388	0.102629168017812	0.46322259852703	-5.09186455998719
Tyw3	0.787402458450799	2.48181793176181	1.65520741250198	0.10263157368591	0.46322259852703	-4.9626999286431
Ppme1	-0.312622850935836	5.70200197161849	-1.65464790412264	0.10274548364903	0.463531773356476	-5.24498747201802
Cryzl1	-0.40600858390888	4.64231125561679	-1.65450740138912	0.102774104665281	0.463531773356476	-5.14217991780036
Parp10	-0.818672695111059	5.04368789977108	-1.65448330537701	0.102779013778973	0.463531773356476	-5.08883372460777
Olfr1459	-1.4966586305587	-1.80557826629595	-1.65416332101357	0.102844222722414	0.463536413764599	-4.55084162685414
Cenpq	-0.493960272548789	3.20810090244258	-1.65409136247654	0.102858891636396	0.463536413764599	-4.9387846394257
Fam110b	-0.704668494969093	3.10500121023163	-1.65402083270001	0.102873270945868	0.463536413764599	-4.81277766448715
Ripk2	-0.383306281386914	4.25815287489415	-1.65396185561282	0.102885296197751	0.463536413764599	-5.1035690746172
Gas8	-0.42231638480623	4.13546706392896	-1.65363157304592	0.10295266096053	0.463721318200127	-5.05090634454568
Evc2	-0.556006887303772	4.64210981603519	-1.65347692138887	0.102984216197692	0.463744875393286	-5.10933039489205
Kmt2d	0.666139870695584	6.32449405909684	1.65311465660371	0.103058163766963	0.463938120524066	-5.32617453377244
Melk	-0.574131873276891	3.34837860245914	-1.65275867127638	0.10313087160142	0.463938120524066	-4.98710893856228
Fam102b	-0.459992715236384	6.12627258333446	-1.65266518086918	0.103149973362707	0.463938120524066	-5.26112902320184
Jaml	0.703301246249172	4.60168447444004	1.65255169816657	0.103173163773268	0.463938120524066	-5.22156053497569
Gdap1l1	-1.08634946950662	-1.10570880735344	-1.65251176391883	0.103181325422798	0.463938120524066	-4.56074748825139
Narfl	0.37458983556112	4.32826382683109	1.65249306430388	0.103185147378139	0.463938120524066	-5.1758079776442
Gsto1	-0.424045963686568	6.19623865668685	-1.65167444496588	0.103352575275325	0.46457233121973	-5.27083035479122
Nedd4	-0.63804546387872	9.6320368254127	-1.65150343008012	0.103387579927107	0.464611124488755	-5.33480496222329
Ank	-0.711062272520864	7.12435001128553	-1.6510985773435	0.103470486745527	0.464679828866227	-5.28641370995959
Usp9x	-0.472305557203279	7.74724644228459	-1.6510802910888	0.10347423272881	0.464679828866227	-5.33952325695116
Olfr735	0.680940720415647	0.908553483301859	1.65096026813136	0.103498822457441	0.464679828866227	-4.80278936519293
Ints12	-0.38377077971752	4.73876823567674	-1.65091361652037	0.103508381498131	0.464679828866227	-5.1476655015319
Zscan18	-1.43015223731935	0.478339642497016	-1.65007339976032	0.103680667083376	0.465334683144142	-4.58813744755423
Slc30a1	0.357731297304064	5.2992636211759	1.64964023467413	0.103769578162195	0.465615101606016	-5.26052013028744
Fbxo41	-0.907562352923431	-1.20572738026144	-1.64931675040396	0.103836016668003	0.465759287125722	-4.56539031922664
Sdcbp	-0.560151300876672	9.18036329341057	-1.64922634209894	0.103854591270994	0.465759287125722	-5.34039504955661
Hrnr	1.65023902200249	-1.7939281121766	1.64901433871886	0.103898158464768	0.46583608030424	-4.60113400626135
Meltf	-1.22430091644439	-1.73614833827384	-1.64831328342672	0.104042332758141	0.466306207360716	-4.55965788548618
Pik3r5	-0.600969783849586	6.32448582407899	-1.64815629188069	0.104074640847607	0.466306207360716	-5.27476290800363
Ccnk	0.343719293097997	4.59133732404971	1.64811847067299	0.104082425484919	0.466306207360716	-5.19690989943363
Wnt2b	-1.59498751685475	2.22507935786708	-1.64757700861849	0.104193925043916	0.466687054048722	-4.65087715548153
Ranbp6	0.421190026936241	4.29521502447421	1.64721259637954	0.10426902057339	0.466904694057153	-5.18774716183368
Ipo5	-0.263086587178647	7.14121073104297	-1.6469206719974	0.104329210028021	0.467055492720104	-5.33543719176587
Micall1	0.384067534378865	5.43301726389018	1.64664221587075	0.104386648875072	0.467193904111601	-5.26904381969648
Ltc4s	0.607423283949632	3.72176838247558	1.64617633187808	0.10448280705639	0.467439213217194	-5.14466849053725
Lxn	-0.543202930956267	5.50057510820104	-1.64588793145462	0.104542368781128	0.467439213217194	-5.20322981885515
Mgat5	0.397888475392092	6.0134670689692	1.64586544975063	0.104547012960054	0.467439213217194	-5.31016866183007
Spns1	0.464555259524577	4.68104972153849	1.64586261395953	0.104547598778142	0.467439213217194	-5.22233331931378
Sesn1	0.410580873637699	6.33930436908357	1.64530022307502	0.104663830264597	0.467834424586376	-5.33255653861466
Pex5	-0.357242383681209	5.27626407267964	-1.64505855170445	0.104713809644021	0.467834424586376	-5.19845416347446
AC104834.1	-1.166261228052	-2.03102796217353	-1.64504958715542	0.10471566395005	0.467834424586376	-4.56364582486434
Ddx27	-0.320139106647402	5.17918871244361	-1.64476805032998	0.104773913069715	0.467860266180756	-5.20428380285395
Necap1	-0.447342237870153	5.48182507110513	-1.64476489648167	0.104774565740411	0.467860266180756	-5.2223181831292
Tbc1d10a	-0.374976047830778	4.98577792415784	-1.64445605029037	0.104838495670254	0.467991457895899	-5.18346547163995
Myf5	-1.1736808146561	-1.87462355302106	-1.64436238184765	0.104857890923152	0.467991457895899	-4.56458567044063
Pkd1l2	-1.05309047215273	-0.310992348151556	-1.64416741134173	0.104898271411997	0.467991457895899	-4.59117419351474
Ube2k	0.330027313724207	5.5099573978376	1.64398374352635	0.104936322540872	0.467991457895899	-5.2802070104525
Glt1d1	-1.02629649626811	-0.532846142895377	-1.64379662148337	0.104975100819018	0.467991457895899	-4.58787337922481
Olfr961	-1.37799057189387	-1.63521096192005	-1.64371492067338	0.104992035753122	0.467991457895899	-4.565732877134
Nrbf2	-0.272975537964856	5.27454091323933	-1.64361321808788	0.105013119751909	0.467991457895899	-5.22845977422731
Tspo	-0.571670955379831	7.11761927230307	-1.64359703236359	0.105016475537153	0.467991457895899	-5.33365718518893
Hmga1	-0.605033716143412	5.53632423757353	-1.64337684019256	0.105062136615996	0.46807652974896	-5.24823274054957
Arhgef3	0.413073791243595	6.03985986237606	1.64263496961191	0.105216096384948	0.46864393272244	-5.32741638463125
Fut10	-0.646084967113747	2.82661390742895	-1.64245446567072	0.105253583901462	0.468656121389641	-4.84153366924743
Pigb	-0.660984818832572	3.71454472523493	-1.64225304574831	0.105295428099929	0.468656121389641	-4.93280306542649
Rab21	-0.385397017792093	6.35022984629002	-1.64219628288549	0.1053072228004	0.468656121389641	-5.29477219421516
Hsd3b7	-0.456582117395117	5.91535446713023	-1.64194997032026	0.105358416273915	0.468656121389641	-5.27042631049384
Rarg	0.367356160228834	5.75460562807229	1.64181895307407	0.105385655057616	0.468656121389641	-5.292684524272
Psenen	0.552800416677654	5.84024826868678	1.64175031191547	0.105399927992153	0.468656121389641	-5.31456709483174
4933434E20Rik	-0.494145348742864	5.2552031677602	-1.64172562862918	0.105405060907457	0.468656121389641	-5.21662441753754
1700007G11Rik	-1.34812624316116	-1.4572061123101	-1.64152488071228	0.105446814182463	0.468723461680109	-4.56872998272465
4930519G04Rik	-1.14318838156045	-2.06353759574696	-1.64072576364844	0.105613154490796	0.469243157113561	-4.56989407521624
Phox2a	1.20170990595359	-1.10132535155487	1.64070728895891	0.105617002608723	0.469243157113561	-4.66257252414557
Pcdh11x	-1.36509048991407	-1.75206503469463	-1.63975178905751	0.105816180122678	0.47000953833613	-4.57188991651975
Olfr1023	-1.21435922392321	-1.95465523284319	-1.63922770613541	0.105925556505419	0.470268216369301	-4.57203419417069
Olfr809	-1.29199493336652	-0.767745354759589	-1.63921691801374	0.10592780895512	0.470268216369301	-4.58545835796486
Serpinh1	-0.430411321786594	10.1899003291856	-1.63897482947845	0.105978364790137	0.470374117949877	-5.34317667270698
Pabpn1	0.414274045850885	6.04009926173295	1.63809050810804	0.106163205750237	0.470943262643216	-5.32208593420259
Usp49	0.543727516761752	3.87644527197029	1.63801557430419	0.106178880432211	0.470943262643216	-5.1825717154518
Fezf1	-1.33929080199246	-1.67617484179461	-1.63797772575002	0.10618679832078	0.470943262643216	-4.57527462740854
Rab1a	-0.388801454798789	8.33107794466683	-1.63754671512604	0.106276999193779	0.471151463188808	-5.36590684013179
Irf5	-0.44196921167124	6.12352626217639	-1.63746948820564	0.106293167621275	0.471151463188808	-5.3002629137098
Celf2	-0.591506265648364	6.31747959308229	-1.63725234564081	0.106338639839031	0.471151463188808	-5.3002928859727
Mfsd1	-0.316304699062335	7.46360360116529	-1.63709817319588	0.106370934944966	0.471151463188808	-5.3601447879804
Srsf4	0.757121640087438	4.56186315309342	1.63706034111647	0.106378860993962	0.471151463188808	-5.23303605976175
Zfp459	1.13639510922541	-0.739700586353871	1.63698705302792	0.106394216653331	0.471151463188808	-4.66591912053017
Traf4	-0.76579677216882	4.01717660744817	-1.63685543911651	0.106421797521017	0.471155160877162	-4.9090550502003
Fnbp1	-0.562145426877026	6.89431622670322	-1.63672335472132	0.106449482811011	0.471159318894163	-5.33393292303459
Mipep	-0.344731210337182	3.73623376146263	-1.63652308986118	0.10649147007236	0.471226761314921	-5.0609289539819
Ube2u	-1.08729931538684	-1.75042048522703	-1.6361419026999	0.106571426362958	0.471462141338488	-4.58027099804082
Sh3yl1	-1.32251356028833	0.86695392174308	-1.63592077765355	0.106617830967604	0.471549010877559	-4.62322301875757
5730455P16Rik	-0.435138528704845	4.95513677402658	-1.63571457397683	0.106661118979594	0.471573738912453	-5.17755199991113
Slc37a1	-0.485837505259528	3.76365522833246	-1.63554571348613	0.106696578205628	0.471573738912453	-5.07936955976063
Gsn	-0.511145836857461	9.50474805934097	-1.63544040389966	0.106718697135413	0.471573738912453	-5.35985075601145
Nectin3	-0.452228208921351	5.2754770200949	-1.63515621481283	0.106778405963471	0.471573738912453	-5.20595231907632
Bglap3	-1.27561354923259	1.60046238927071	-1.6351448692271	0.106780790261013	0.471573738912453	-4.67565851746791
Lin7b	-1.03277401433315	-2.05676082701014	-1.63512940691548	0.106784039766223	0.471573738912453	-4.57777168450544
Znrd1	0.519563057934524	4.62040488204026	1.63493350889277	0.10682521594916	0.471637344401104	-5.24800992544528
Ensa	-0.291799475882505	7.09716116394737	-1.63460599255618	0.106894085982576	0.471764919197063	-5.35346128909765
Masp1	-1.52462381893439	2.8446591099226	-1.63454140146404	0.106907672424766	0.471764919197063	-4.75449458100517
Foxs1	0.646119599389131	4.09324154737966	1.63428774364411	0.106961041733712	0.471875909768429	-5.14623682068772
Yipf1	-0.453527088158121	5.13713153230007	-1.63416726530206	0.106986397798314	0.471875909768429	-5.20067596500901
Ifit1bl1	-1.37642161324478	1.95688023856356	-1.63394800110055	0.107032556993089	0.471961332663394	-4.7893993612139
Gm8773	-1.17312919347389	-1.90723125889235	-1.63365992497243	0.107093226908991	0.472110681989184	-4.57997011372153
